Price	Product_descriptions
1818.96	Lenovo ThinkStation P520 TOWER WORKSTATION Xeon® W-2225 1TB SSD 32GB WIN11 Pro NVIDIA® RTX A5000 24576MB BLACK Keyboard Mouse NEW OPEN BOX
758.16	Lenovo ThinkStation P520 TOWER WORKSTATION Xeon® W-2135 1TB SSD 64GB WIN10 Pro NVIDIA® Quadro P1000 4096MB BLACK Keyboard Mouse USED OPEN BOX
435.76	Lenovo ThinkStation P340 TINY WORKSTATION Core™ i5-10500 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK NEW OPEN BOX
446.16	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i7-10700 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK USED OPEN BOX
498.16	Lenovo ThinkStation P348 TOWER WORKSTATION Core™ i5-11500 256GB SSD 8GB DVD-RW WIN10 Pro NVIDIA® T600 4096MB BLACK Keyboard Mouse FRENCH NEW OPEN BOX
914.16	Lenovo ThinkStation P360 UFF Core™ i7-12700 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse NEW OPEN BOX
550.16	Lenovo LEGION T5 28IMB05 GAMING Core™ i7-10700 512GB SSD 16GB WIN10 NVIDIA® GTX 1660 6144MB Keyboard Mouse BLACK USED OPEN BOX
851.76	Lenovo LEGION T5 26IAB7 GAMING Core™ i7-12700 1TB SSD 16GB WIN11 NVIDIA® GTX 3060 12288MB BLACK Keyboard Mouse NEW OPEN BOX
529.36	Lenovo ThinkPad X13s Gen 1 Snapdragon™ 8cx Gen 3 SC8280XP 512GB SSD 16GB 13.3" (1920x1200) WIN11 Pro BLACK Backlit Keyboard FP Reader
1049.36	Lenovo ThinkPad X1 CARBON Gen 10 Core™ i7-1265U 512GB SSD 16GB 14" (1920x1200) TOUCHSCREEN WIN11 BLACK Backlit Keyboard FP Reader FRENCH
373.36	Lenovo ThinkBook 13s Gen 3 ACN AMD Ryzen™ 5 5600U 256GB SSD 8GB 13.3" (2560x1600) WIN10 Pro MINERAL GREY Backlit Keyboard
893.36	Lenovo ThinkPad P15v Gen 2 MOBILE WORKSTATION Core™ i7-11850H 1TB SSD 32GB 15.6" (1920x1080) TOUCHSCREEN WIN10 Pro NVIDIA® Quadro T1200 4096MB BLACK FP Reader
674.96	Lenovo ThinkPad X13 YOGA Gen 3 Core™ i5-1235U 256GB SSD 8GB 13.3" (1920x1200) TOUCHSCREEN WIN11 Pro THUNDER BLACK Backlit Keyboard FP Reader
966.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1260P 512GB SSD 16GB 16" (1920x1200) WIN11 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader
997.36	Lenovo ThinkPad T16 Core™ i7-1270P 1TB SSD 48GB 16" (1920x1200) WIN11 Pro THUNDER BLACK Backlit Keyboard FP Reader
1610.96	Lenovo LEGION 7 16IAX7 GAMING Core™ i7-12800HX 1TB SSD 16GB 16" (2560x1600) 165Hz WIN11 NVIDIA® RTX 3070Ti 8192MB STORM GRAY RGB Backlit Keyboard FP Reader
362.96	Lenovo ThinkCentre M80s SFF Core™ i7-10700 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
248.56	Lenovo ThinkCentre M60e Tiny Core™ i5-1035G1 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
404.56	Lenovo ThinkCentre M90q Tiny Gen 2 Core™ i5-11500 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
477.36	Lenovo ThinkCentre Neo 50s SFF Core™ i5-12400 256GB SSD 8GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
726.96	Lenovo ThinkCentre M90a Pro Gen 3 ALL-IN-ONE Core™ i5-12500 512GB SSD 16GB 23.8" (2560x1440) DVD-RW WIN10 Pro BLACK Wireless Keyboard Mouse
373.36	Lenovo ThinkStation P340 Tiny WORKSTATION Core™ i5-10500 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
893.36	Lenovo 5 17IAB7 GAMING Core™ i7-12700 1TB SSD 16GB WIN11 NVIDIA® RTX 3060 12288MB RAVEN BLACK Keyboard Mouse
830.96	Lenovo 5 17IAB7 GAMING Core™ i7-12700 1TB+512GB SSD 16GB WIN11 NVIDIA® RTX 3060 12288MB RAVEN BLACK Keyboard Mouse
602.16	Lenovo 5 27IOB6 ALL-IN-ONE Core™ i7-10700T 512GB SSD 16GB 27" (2560x1440) TOUCHSCREEN WIN11 STORMY GRAY Keyboard Mouse
394.16	Lenovo ThinkCentre M80t Tower Core™ i7-10700 256GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
373.36	Lenovo ThinkCentre M70t Tower Core™ i7-10700 1TB 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse AMD Radeon 520 2048MB FRENCH
331.76	Lenovo ThinkCentre M70s SFF Core™ i5-10400 512GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
383.76	Lenovo ThinkCentre M70s SFF Core™ i7-10700 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
321.36	Lenovo ThinkCentre M70s SFF Core™ i5-10400 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
362.96	Lenovo ThinkCentre M80q Tiny Core™ i5-10500T 512GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
321.36	Lenovo ThinkCentre M70c SFF Core™ i5-10400 1TB 8GB DVD-RW WIN10 Pro BLACK Keyboard Mouse FRENCH/ENGLISH
321.36	Lenovo ThinkCentre M70c SFF Core™ i5-10400 1TB 8GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
123.76	Lenovo ThinkCentre M60e Tiny Core™ i3-1005G1 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
248.56	Lenovo ThinkStation P330 TOWER WORKSTATION Core™ i5-9400 1TB 8GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
685.36	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i9-10900 1TB SSD 16GB DVD-RW WIN10 Pro NVIDIA® Quadro P2200 5120MB Keyboard Mouse BLACK
362.96	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i5-10400 1TB 8GB WIN10 Pro NVIDIA® Quadro P620 2048MB Keyboard Mouse BLACK
446.16	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i5-11500 1TB 8GB WIN10 Pro NVIDIA® Quadro T600 4096MB Keyboard Mouse BLACK
591.76	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i7-11700 512GB SSD 16GB WIN10 Pro NVIDIA® Quadro T1000 4096MB Keyboard Mouse BLACK
310.96	Lenovo FLEX 5 14ARE05 2-IN-1 AMD Ryzen™ 5 4500U 512GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN10 PLATINUM GRAY
310.96	Lenovo FLEX 5 14ALC05 2-IN-1 AMD Ryzen™ 5 5500U 512GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN10 PLATINUM GRAY Backlit Keyboard FP Reader ENGLISH/FRENCH
248.56	Lenovo 5 14IMB05 TOWER Core™ i5-10400 1TB+256GB SSD 12GB DVD-RW WIN10 SILVER Keyboard Mouse
1018.16	Lenovo LEGION T7 34IAZ7 GAMING Core™ i7-12700K 1TB SSD 16GB WIN11 NVIDIA® GTX 3070 8192MB BLACK Keyboard Mouse
477.36	Lenovo ThinkBook 13s Gen 4 IAP Core™ i5-1240P 256GB SSD 8GB 13.3" (2560x1600) WIN11 Pro ARCTIC GRAY Backlit Keyboard FP Reader
487.76	Lenovo ThinkBook 13s Gen 4 IAP Core™ i5-1240P 256GB SSD 8GB 13.3" (2560x1600) TOUCHSCREEN WIN11 Pro ARCTIC GRAY Backlit Keyboard FP Reader
560.56	Lenovo ThinkCentre M90a ALL-IN-ONE Core™ i5-10500 256GB SSD 8GB 23.8" (1920x1080) DVD-RW WIN10 Pro Radeon 625 2048MB BLACK Keyboard Mouse
404.56	Lenovo ThinkCentre M90q Tiny Core™ i5-10500 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
352.56	Lenovo ThinkCentre M75s Gen 2 SFF AMD Ryzen™ 7 PRO 5750G 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
581.36	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i7-10700 1TB SSD 16GB WIN10 Pro NVIDIA® Quadro P2200 5120MB BLACK Keyboard Mouse
1246.96	Lenovo ThinkStation P340 TOWER WORKSTATION Xeon® W-1290 1TB SSD 32GB DVD-RW WIN10 Pro NVIDIA® Quadro RTX 4000 8192MB BLACK Keyboard Mouse
394.16	Lenovo ThinkStation P340 SFF WORKSTATION Core™ i5-10500 256GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
518.96	Lenovo ThinkStation P350 Tiny WORKSTATION Core™ i5-11500T 512GB SSD 16GB WIN10 Pro NVIDIA® Quadro T600 4096MB BLACK Keyboard Mouse
466.96	Lenovo ThinkStation P348 TOWER WORKSTATION Core™ i5-11500 256GB SSD 8GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
914.16	Lenovo LEGION T7 34IMZ5 GAMING Core™ i7-11700K 1TB SSD 16GB WIN11 NVIDIA® RTX 3070 8192MB BLACK Keyboard Mouse
664.56	Lenovo 5 17IAB7 GAMING Core™ i5-12400 1TB+256GB SSD 16GB WIN11 NVIDIA® RTX 3060 12288MB RAVEN BLACK Keyboard Mouse
674.96	Lenovo 5 17IAB7 GAMING Core™ i5-12400 1TB+256GB SSD 16GB WIN11 NVIDIA® RTX 3060 12288MB RAVEN BLACK Keyboard Mouse
1122.16	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i9-12900 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
903.76	Lenovo ThinkStation P360 UFF Core™ i7-12700 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
154.96	Lenovo 1 15ADA7 AMD Athlon Silver 3050U 128GB eMMC 4GB 15.6" (1366x768) WIN11 S CLOUD GRAY
446.16	Lenovo LEGION Y720T-34IKH GAMING Core™ i7-7700 1TB+256GB SSD 32GB DVD-RW WIN10 NVIDIA® GTX 1070 8192MB Keyboard Mouse BLACK
342.16	Lenovo ThinkCentre M70s SFF Core™ i5-10400 1TB 8GB WIN10 Pro BLACK Keyboard Mouse
518.96	Lenovo ThinkCentre M90t Gen 2 Tower Core™ i5-12500 256GB SSD 8GB DVD-RW WIN11 Pro BLACK Keyboard Mouse
654.16	Lenovo ThinkCentre M90a Gen 3 ALL-IN-ONE Core™ i5-12500 256GB SSD 8GB 23.8" (1920x1080) DVD-RW WIN10 Pro BLACK Keyboard Mouse
518.96	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i7-11700 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
1402.96	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1280P 1TB SSD 32GB 16" WUXGA (1920x1200) IPS WIN11 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader
175.76	Lenovo ThinkCentre M920q Tiny Core™ i5-9600T 128GB SSD 8GB WIN10 loT Enterprise Keyboard Mouse BLACK
456.56	Lenovo ThinkCentre M70s SFF Gen 3 Core™ i5-12400 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
664.56	Lenovo ThinkStation P340 TINY WORKSTATION Core™ i7-10700T 512GB SSD 16GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
373.36	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i5-10400 1TB 8GB WIN10 Pro NVIDIA® Quadro P620 2048MB Keyboard Mouse BLACK
778.96	Lenovo ThinkStation P340 SFF WORKSTATION Core™ i7-12700 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
435.76	Lenovo ThinkStation P350 SFF WORKSTATION Core™ i5-11500 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
747.76	Lenovo LEGION T5 26IOB6 GAMING Core™ i5-11400 512GB SSD 16GB WIN11 NVIDIA® RTX 3060 SUPER 12288MB Keyboard Mouse BLACK
1142.96	Lenovo LEGION T7 34IAZ7 GAMING Core™ i7-12700K 1TB SSD 32GB WIN11 NVIDIA® GTX 3070Ti 8196MB BLACK Keyboard Mouse
477.36	Lenovo 3 07IAB7 Tower Core™ i7-12700 512GB SSD 16GB WIN11 CLOUD GRAY Keyboard Mouse
830.96	Lenovo 5 17IAB7 GAMING Core™ i7-12700 1TB+512GB SSD 16GB WIN11 NVIDIA® RTX 3060 12288MB RAVEN BLACK Keyboard Mouse
165.36	Lenovo ThinkCentre M720q Tiny Core™ i5-9500T 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse FRENCH
373.36	Lenovo ThinkCentre M90s SFF Core™ i5-10500 512GB SSD 16GB WIN10 BLACK Keyboard Mouse
404.56	Lenovo ThinkCentre M80q Tiny Core™ i7-10700T 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
466.96	Lenovo ThinkCentre Neo 50s SFF Core™ i5-12400 256GB SSD 8GB WIN11 Pro BLACK Keyboard Mouse
602.16	Lenovo ThinkPad P72 MOBILE WORKSTATION Core™ i7-8750H 512GB SSD 16GB 17.3" (1920x1080) WIN10 Pro NVIDIA® Quadro P600 4096MB BLACK Backlit Keyboard FP Reader FRENCH
778.96	Lenovo ThinkStation P520 TOWER WORKSTATION Xeon® W-2235 2TB+1TB SSD+512GB SSD 64GB WIN10 Pro NVIDIA® T400 4196MB BLACK Keyboard Mouse
342.16	Lenovo ThinkStation P340 SFF WORKSTATION Core™ i5-10500 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
186.16	Lenovo ThinkCentre M70q Tiny Core™ i3-10100T 128GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
217.36	Lenovo ThinkPad 11e Pentium® Silver N5030 256GB SSD 8GB 11.6" (1366x768) WIN10 Pro BLACK
134.16	Lenovo ThinkPad 11e YOGA Gen 6 Core™ m3-8100Y 256GB SSD 4GB 11.6" (1366x768) TOUCHSCREEN WIN10 Pro BLACK
1350.96	Lenovo ThinkPad P15 Gen 2i MOBILE WORKSTATION Xeon® W-11855M 1TB SSD 32GB 15.6" (1920x1080) WIN10 Pro NVIDIA® RTX A2000 4096MB BLACK Backlit FP Reader
487.76	Lenovo ThinkPad L15 Gen 3 AMD Ryzen™ 5 PRO 5675U 512GB SSD 16GB 15.6" (1920x1080) TOUCHSCREEN WIN10 Pro THUNDER BLACK Backlit Keyboard FP Reader
872.56	Lenovo ThinkPad X1 CARBON Gen 10 Core™ i5-1235U 512GB SSD 16GB 14" (1920x1200) WIN10 Pro DEEP BLACK Backlit Keyboard FP Reader
2910.96	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i9-12900HX 1TB SSD 64GB 16" (3840x2400) WIN11 Pro NVIDIA® RTX A4500 16384MB STORM GRAY Backlit Keyboard FP Reader
3014.96	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i9-12950HX 4TB SSD 128GB 16" (3840x2400) OLED TOUCHSCREEN WIN11 Pro NVIDIA® RTX A5500 16384MB STORM GRAY Backlit Keyboard FP Reader
2234.96	Lenovo ThinkPad P1 Gen 5 MOBILE WORKSTATION Core™ i7-12800H 2TB SSD 64GB 16" (3840x2400) WIN11 Pro NVIDIA® A4500 16384MB BLACK CARBON FIBER WOVEN Backlit Keyboard FP Reader
123.76	Lenovo Chromebook 500e 2-IN-1 Celeron® Quad-Core N3450 32GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME OS BLACK
71.76	Lenovo Chromebook S345-14AST AMD A6-9220c 32GB eMMC 4GB 14" (1920x1080) CHROME MINERAL GREY
87.36	Lenovo Chromebook S345-14AST AMD A6-9220c 64GB SSD 4GB 14" (1920x1080) CHROME MINERAL GRAY FRENCH/ENGLISH
102.96	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME ALMOND
154.96	Lenovo V14 AMD Athlon™ Gold 3150U 128GB SSD 4GB 14" (1920x1080) WIN10 Pro IRON GRAY
196.56	Lenovo V15 ADA AMD Athlon™ Gold 3150U 256GB SSD 8GB 15.6" (1920x1080) WIN10 Pro IRON GRAY
88.4	Lenovo Chromebook S345-14AST AMD A6-9220c 64GB SSD 4GB 14" (1920x1080) CHROME MINERAL GRAY FRENCH/ENGLISH NEW OPEN BOX
102.96	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4000 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ABYSS BLUE FRENCH/ENGLISH NEW OPEN BOX
88.4	Lenovo 3 Chromebook 14IGL05 Celeron® Dual-Core N4020 32GB eMMC 4GB 14" (1366x768) Chrome OS PLATINUM GRAY NEW OPEN BOX
92.56	Lenovo 3 Chromebook 11IGL05 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ONYX BLACK FRENCH/ENGLISH
113.36	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4000 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ABYSS BLUE FRENCH/ENGLISH
92.56	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ABYSS BLUE FRENCH/ENGLISH
643.76	Lenovo 3 24IAH7 ALL-IN-ONE Core™ i5-12500H 256GB SSD 16GB 23.8" (1920x1080) TOUCHSCREEN WIN11 STORM GRAY Wireless Keyboard Mouse FRENCH/ENGLISH
622.96	Lenovo 3 24IAP7 ALL-IN-ONE Core™ i5-1240P 256GB SSD 16GB 23.8" (1920x1080) TOUCHSCREEN WIN11 BLACK Wireless Keyboard Mouse
404.56	Lenovo ThinkPad L14 Gen 3 AMD Ryzen™ 5 PRO 5675U 256GB SSD 8GB 14" (1920x1080) WIN10 Pro THUNDER BLACK
1319.76	Lenovo ThinkStation P360 TINY WORKSTATION Core™ i9-12900T 1TB SSD 64GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
830.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i7-12700 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
45.76	Lenovo ThinkVision T2054p 19.5" (1440x900) IPS LCD RAVEN BLACK
66.56	Lenovo ThinkVision S22e-20 21.5" (1080p) LED monitor
248.56	Lenovo FLEX 5 14IAU7 2-IN-1 Core™ i3-1215U 256GB SSD 8GB 14" (1920x1200) TOUCHSCREEN WIN11 STORM GRAY Backlit Keyboard FP Reader
373.36	Lenovo 5 14IMB05 TOWER Core™ i7-10700 512GB SSD 16GB DVD-RW WIN10 MINERAL GRAY Keyboard Mouse
165.36	Lenovo ThinkCentre M920q Tiny Core™ i5-9600T 128GB SSD 8GB WIN10 loT Enterprise Keyboard Mouse BLACK NEW OPEN BOX
362.96	Lenovo ThinkCentre M80q Tiny Core™ i5-10500T 256GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse NEW OPEN BOX
404.56	Lenovo ThinkCentre M70q Tiny Gen 2 Core™ i5-11400T 256GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK NEW OPEN BOX
518.96	Lenovo ThinkCentre M70q Gen 3 Tiny Core™ i5-12400T 256GB 32GB WIN10 Pro BLACK Keyboard Mouse NEW OPEN BOX
456.56	Lenovo ThinkPad T14 Core™ i5-10310U 256GB SSD 16GB 14" (1920x1080) WIN10 Pro BLACK Backlit Keyboard FP Reader NEW OPEN BOX
1756.56	Lenovo ThinkPad P17 Gen 1 MOBILE WORKSTATION Xeon® W-10855M 1TB SSD 128GB 17.3" UHD (3840x2160) WIN10 Pro NVIDIA® RTX 5000 16384MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
529.36	Lenovo ThinkBook L14 Gen 2 Core™ i5-1135G7 256GB SSD 8GB 14" (1920x1080) TOUCHSCREEN WIN10 Pro BLACK NEW OPEN BOX
498.16	Lenovo ThinkBook L15 Gen 2 Core™ i5-1135G7 256GB SSD 8GB 15.6" (1920x1080) WIN10 Pro BLACK NEW OPEN BOX
986.96	Lenovo ThinkPad P1 Gen 4 MOBILE WORKSTATION Core™ i7-11850H 512GB SSD 16GB 16" (2560x1600) WIN10 Pro NVIDIA® T1200 4096MB BLACK Backlit Keyboard FP Reader FRENCH NEW OPEN BOX
1392.56	Lenovo ThinkPad P17 Gen 2 MOBILE WORKSTATION Core™ i9-11950H 512GB SSD 16GB 17.3" (1920x1080) WIN11 Pro NVIDIA® RTX A2000 8192MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
706.16	Lenovo ThinkBook 13x Gen 2 IAP Core™ i7-1255U 512GB SSD 16GB 13.3" (2560x1600) WIN11 Pro CLOUD GRAY Backlit Keyboard FP Reader NEW OPEN BOX
726.96	Lenovo ThinkBook 13x Gen 2 IAP Core™ i7-1255U 1TB SSD 16GB 13.3" (2560x1600) WIN11 Pro CLOUD GRAY Backlit Keyboard FP Reader NEW OPEN BOX
1059.76	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1260P 1TB SSD 16GB 16" (2560x1600) WIN11 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
446.16	Lenovo ThinkPad L15 Gen 3 AMD Ryzen™ 5 PRO 5675U 256GB SSD 8GB 15.6" (1920x1080) WIN11 Pro THUNDER BLACK FP Reader NEW OPEN BOX
602.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION AMD Ryzen™ 5 PRO 6650U 256GB SSD 16GB 16" (1920x1200) WIN11 Pro BLACK Backlit Keyboard FP Reader NEW OPEN BOX
1590.16	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i7-12800HX 1TB SSD 32GB 16" (3840x2400) WIN11 Pro NVIDIA® RTX A2000 8192MB STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
1018.16	Lenovo ThinkPad P15v Gen 3 MOBILE WORKSTATION Core™ i7-12700H 512GB SSD 16GB 15.6” (1920x1080) WIN11 Pro NVIDIA® T600 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
903.76	Lenovo ThinkPad T15p Gen 3 Core™ i7-12800H 512GB SSD 16GB 15.6" (1920x1080) WIN11 Pro NVIDIA® RTX 3050 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
1590.16	Lenovo ThinkPad P1 Gen 5 MOBILE WORKSTATION Core™ i7-12800H 1TB SSD 32GB 16" (2560x1600) 165Hz WIN11 Pro NVIDIA® A3000 12288MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
810.16	Lenovo ThinkStation P360 UFF Core™ i7-12700 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse NEW OPEN BOX
92.56	Lenovo Chromebook C330 2-IN-1 MTK MT8173C 64GB eMMC 4GB 11.6" (1366x768) IPS TOUCHSCREEN CHROME OS BLIZZARD WHITE FRENCH NEW OPEN BOX
82.16	Lenovo Chromebook 300e Gen 2 Celeron® Dual-Core N4020 32GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME OS BLACK NEW OPEN BOX
102.96	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ABYSS BLUE FRENCH/ENGLISH NEW OPEN BOX
92.56	Lenovo 3 Chromebook 14IGL05 Celeron® Dual-Core N4020 32GB eMMC 4GB 14" (1366x768) Chrome OS PLATINUM GRAY NEW OPEN BOX
66.56	Lenovo Chromebook 300e AMD A4-9120C 32GB SSD 4GB 11.6" (1366x768) IPS TOUCHSCREEN CHROME OS BLACK NEW OPEN BOX
71.76	Lenovo 100e Gen 3 AMD 3015e 64GB eMMC 4GB 11.6" (1366x768) WIN10 Pro BLACK NEW OPEN BOX
71.76	Lenovo 1 11ADA05 AMD Athlon™ 3020e 64GB eMMC 4GB 11.6" (1366x768) WIN11 PLATINUM GREY NEW OPEN BOX
622.96	Lenovo ThinkCentre M90t Tower Core™ i9-10900 256GB SSD 64GB WIN11 NVIDIA® RTX 2060 6144MB BLACK Keyboard Mouse
394.16	Lenovo ThinkCentre M70t Tower Core™ i5-10400 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
342.16	Lenovo ThinkCentre M80q Tiny Core™ i5-10600T 500GB 8GB WIN10 Pro BLACK Keyboard Mouse
508.56	Lenovo ThinkPad E15 Gen 4 AMD Ryzen™ 5 5625U 512GB SSD 8GB 15.6" (1920x1080) WIN11 Pro MINERAL METALLIC Backlit Keyboard
934.96	Lenovo ThinkStation P350 SFF WORKSTATION Xeon® W-1350 512GB 8GB DVD-RW WIN10 Pro NVIDIA® T600 4096MB BLACK Keyboard Mouse
414.96	Lenovo ThinkStation P348 TOWER WORKSTATION Core™ i5-11500 256GB SSD 8GB WIN11 Pro BLACK Keyboard Mouse
1527.76	Lenovo ThinkStation P360 Tiny WORKSTATION Core™ i9-12900T 4TB SSD 64GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
685.36	Lenovo YOGA 7 16IAP7 2-IN-1 Core™ i7-1260P 512GB SSD 16GB 16" (2560x1600) TOUCHSCREEN WIN11 Pro ARTIC GRAY Backlit Keyboard FP Reader
165.36	Lenovo ThinkCentre M720s SFF Core™ i5-8400 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK NEW OPEN BOX
394.16	Lenovo ThinkCentre M70s SFF Core™ i7-10700 1TB+500GB 24GB WIN11 Keyboard Mouse
123.76	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 3 PRO 4350G 500GB 4GB WIN10 Pro Keyboard Mouse BLACK NEW OPEN BOX
602.16	Lenovo ThinkCentre Neo 30a ALL-IN-ONE Core™ i5-1240P 512GB SSD 16GB 23.8" (1920x1080) DVD-RW WIN11 Pro RAVEN BLACK Wireless Keyboard Mouse NEW OPEN BOX
1725.36	Lenovo ThinkPad P17 Gen 1 MOBILE WORKSTATION Xeon® W-10855M 1TB SSD 128GB 17.3" UHD (3840x2160) WIN10 Pro NVIDIA® RTX 5000 16384MB BLACK Backlit Keyboard FP Reader
498.16	Lenovo ThinkPad T14 Gen 2 AMD Ryzen™ 5 PRO 5650U 512GB SSD 16GB 14" (1920x1080) WIN10 Pro BLACK Backlit Keyboard FP Reader
737.36	Lenovo ThinkPad P14s Gen 3 MOBILE WORKSTATION Core™ i5-1240P 256GB SSD 16GB 14" (3840x2400) TOUCHSCREEN WIN11 Pro BLACK Backlit Keyboard FP Reader
695.76	Lenovo ThinkBook 13x Gen 2 IAP Core™ i7-1255U 512GB SSD 16GB 13.3" (2560x1600) WIN11 Pro CLOUD GRAY Backlit Keyboard FP Reader
695.76	Lenovo ThinkPad T16 Core™ i5-1235U 256GB SSD 24GB 16" (1920x1200) WIN11 THUNDER BLACK Backlit Keyboard FP Reader
695.76	Lenovo ThinkPad T16 Core™ i5-1235U 256GB SSD 24GB 16" (1920x1200) WIN11 THUNDER BLACK Backlit Keyboard FP Reader
726.96	Lenovo ThinkPad Z13 Gen 1 AMD Ryzen™ 7 PRO 6850U 256GB SSD 16GB 13.3" (1920x1200) WIN11 BLACK Backlit Keyboard FP Reader
69.68	Lenovo Chromebook 10e Tablet MT8183 32GB eMMC 4GB 10.1" (1920x1200) TOUCHSCREEN CHROME OS IRON GRAY
