Price	Product_descriptions
591.76	Lenovo ThinkPad X12 Detachable Gen 1 Core™ i5-1140G7 256GB SSD 16GB 12.3" (1920x1080) TOUCHSCREEN WIN10 Pro BLACK Backlit Keyboard FP Reader Pen
747.76	Lenovo ThinkPad P15s Gen 2 MOBILE WORKSTATION Core™ i7-1185G7 512GB SSD 16GB 15.6" (1920x1080) WIN11 Pro NVIDIA® Quadro T500 4096MB BLACK Backlit Keyboard FP Reader
1070.16	Lenovo ThinkPad Z16 Gen 1 AMD Ryzen™ 7 PRO 6850H 1TB SSD 16GB 16" (1920x1200) WIN11 Pro AMD Radeon™ RX 6500M 4096MB ARCTIC GRAY Backlit Keyboard FP Reader
362.96	Lenovo 5 15ABA7 AMD Ryzen™ 5 5625U 512GB SSD 16GB 15.6" (1920x1080) WIN11 ABYSS BLUE Backlit Keyboard FP Reader
352.56	Lenovo ThinkCentre M70t Tower Core™ i5-10400 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
414.96	Lenovo ThinkCentre M75q Tiny Gen 2 AMD Ryzen™ 7 PRO 5750GE 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
446.16	Lenovo ThinkCentre M70q Tiny Gen 2 Core™ i7-11700T 256GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
404.56	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i5-10500 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
102.96	Lenovo 3 07ADA05 Tower AMD Ryzen™ 3 3250U 1TB 4GB WIN11 MINERAL GRAY Keyboard Mouse
986.96	Lenovo LEGION T7 34IMZ5 GAMING Core™ i7-11700K 1TB+1TB SSD 32GB WIN11 NVIDIA® RTX 3070 8192MB Keyboard Mouse BLACK
498.16	Lenovo 3 24ALC6 ALL-IN-ONE AMD Ryzen™ 5 5500U 512GB SSD 8GB 23.8" (1920x1080) TOUCHSCREEN WIN11 BLACK Wireless Keyboard Mouse
394.16	Lenovo 3 22IAP7 ALL-IN-ONE Core™ i3-1220P 256GB SSD 8GB 21.5" (1920x1080) WIN11 BLACK Keyboard Mouse
695.76	Lenovo 3 27IAP7 ALL-IN-ONE Core™ i5-1240P 512GB SSD 16GB 27" (1920x1080) TOUCHSCREEN WIN11 BLACK Keyboard Mouse
373.36	Lenovo ThinkCentre M70s SFF Core™ i5-10600 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
508.56	Lenovo ThinkCentre M90a ALL-IN-ONE Core™ i5-10500 1TB 8GB 23.8" (1920x1080) DVD-RW WIN10 Pro BLACK Keyboard Mouse
238.16	Lenovo ThinkCentre M60e Tiny Core™ i5-1035G1 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
477.36	Lenovo ThinkCentre Neo 50s SFF Core™ i5-12400 256GB SSD 8GB DVD-RW WIN11 Pro BLACK Keyboard Mouse
279.76	Lenovo 5 01IMH05 MINI Core™ i5-10400T 1TB+128GB SSD 12GB WIN10 Pro MINERAL GRAY
342.16	Lenovo 5 14ACN6 Tower AMD Ryzen™ 7 5700U 1TB+256GB SSD 16GB WIN11 ABYSS MINERAL GRAY Keyboard Mouse
1538.16	Lenovo LEGION T7 34IAZ7 GAMING Core™ i9-12900K 1TB+1TB SSD 32GB WIN11 NVIDIA® RTX 3080 10240MB Keyboard Mouse BLACK
1610.96	Lenovo LEGION T7 34IAZ7 GAMING Core™ i9-12900K 1TB+1TB SSD 32GB WIN11 Pro NVIDIA® GTX 3080 10240MB BLACK Keyboard Mouse
1954.16	Lenovo LEGION T7 34IAZ7 GAMING Core™ i9-12900K 2TB SSD 64GB WIN11 NVIDIA® RTX 3080TI 12440MB BLACK Keyboard Mouse
227.76	Lenovo ThinkCentre M720q Tiny Core™ i7-8700T 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
186.16	Lenovo ThinkCentre M720s SFF Core™ i5-8500 512GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
196.56	Lenovo ThinkCentre M720 SFF Core™ i7-8700 512GB SSD 8GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
175.76	Lenovo ThinkCentre M715q Tiny AMD Ryzen™ 5 Pro 2400GE 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
477.36	Lenovo ThinkCentre M90t Core™ i7-10700 1TB+2TB SSD 32GB WIN10 Pro AMD Radeon™ RX 550X 4096MB BLACK Keyboard Mouse
279.76	Lenovo ThinkCentre M70s SFF Core™ i5-10400 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
362.96	Lenovo ThinkSmart M80q Tiny Core™ i5-10500T 256GB SSD 8GB WIN10 loT Enterprise BLACK Keyboard Mouse
466.96	Lenovo ThinkCentre Neo 50s SFF Core™ i5-12400 256GB SSD 8GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
1142.96	Lenovo ThinkPad P1 Gen 4 MOBILE WORKSTATION Core™ i7-11850H 512GB SSD 16GB 16" (2560x1600) WIN10 Pro NVIDIA® RTX 3070 8192MB BLACK Backlit Keyboard
872.56	Lenovo ThinkPad P15 Gen 2 MOBILE WORKSTATION Core™ i7-11800H 512GB SSD 16GB 15.6" (1920x1080) WIN10 Pro NVIDIA® T1200 4096MB BLACK Backlit Keyboard FP Reader
685.36	Lenovo ThinkStation P520 TOWER WORKSTATION Xeon® W-2225 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
269.36	Lenovo 710S Plus Touch-13IKB Core™ i7-7500U 1TB SSD 16GB 13.3" (1920x1080) TOUCHSCREEN WIN10 SILVER Backlit Keyboard FP Reader
404.56	Lenovo ThinkCentre M80q Tiny Core™ i7-10700T 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
1746.16	Lenovo ThinkPad P17 Gen 1 MOBILE WORKSTATION Xeon® W-10855M 1TB SSD 128GB 17.3" UHD (3840x2160) WIN10 Pro NVIDIA® RTX 5000 16384MB BLACK Backlit Keyboard FP Reader
893.36	Lenovo ThinkPad P1 Gen 4 MOBILE WORKSTATION Core™ i7-11800H 512GB SSD 16GB 16" (2560x1600) WIN10 Pro NVIDIA® T1200 4096MB Backlit Keyboard FP Reader
1496.56	Lenovo ThinkPad T15G Gen 2i Core™ i9-11950H 1TB SSD 32GB 15.6" (3840x2160) OLED TOUCHSCREEN WIN10 Pro NVIDIA® RTX 3080 16384MB BLACK Backlit Keyboard FP Reader
841.36	Lenovo ThinkPad X1 CARBON Gen 10 Core™ i5-1240P 256GB SSD 16GB 14" (1920x1200) WIN10 Pro DEEP BLACK Backlit Keyboard FP Reader FRENCH
882.96	Lenovo ThinkPad X1 CARBON Gen 10 Core™ i5-1245U 512GB SSD 16GB 14" (1920x1200) WIN10 Pro DEEP BLACK Backlit Keyboard FP Reader
560.56	Lenovo ThinkPad X13 Gen 3 AMD Ryzen™ 5 PRO 6650U 512GB SSD 16GB 13.3" (1920x1200) WIN11 Pro STORM GRAY Backlit Keyboard FP Reader
882.96	Lenovo ThinkPad Z13 Gen 1 Ryzen™ 7 PRO 6850U 512GB SSD 16GB 13.3" (1920x1200) TOUCHSCREEN WIN11 Pro BRONZE WITH BLACK VEGAN LEATHER Backlit Keyboard FP Reader
1902.16	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i9-12900HX 1TB SSD 32GB 16" (3840x2400) WIN11 Pro NVIDIA® RTX A3000 12288MB STORM GRAY Backlit Keyboard FP Reader
466.96	Lenovo ThinkBook 14 G4 IAP Core™ i5-1240P 512GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN 11 Pro MINERAL GRAY Backlit Keyboard FP Reader
87.36	Lenovo Chromebook C330 2-IN-1 MTK MT8173C 64GB eMMC 4GB 11.6" (1366x768) IPS TOUCHSCREEN CHROME OS BLIZZARD WHITE FRENCH
71.76	Lenovo Chromebook S330 MTK MT8173C 64GB eMMC 4GB 14" (1366x768) Chrome BUSINESS BLACK FRENCH
66.56	Lenovo Chromebook 300e Gen 2 2-IN-1 Celeron® Quad-Core N4020 32GB eMMC 4GB 11.6" (1366x768) IPS TOUCHSCREEN CHROME OS BLACK
61.36	Lenovo Chromebook 300e Gen 2 Celeron® Dual-Core N4020 32GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME OS BLACK
102.96	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME ALMOND FRENCH/ENGLISH
35.36	Lenovo C2G USB-C® Mini Dock with HDMI 2x USB-A Ethernet SD Card Reader USB-C Power Delivery up to 100W 4K 30Hz
92.56	Lenovo Chromebook S345-14AST AMD A6-9220c 32GB eMMC 4GB 14" (1920x1080) CHROME MINERAL GREY NEW OPEN BOX
88.4	Lenovo 3 Chromebook 11IGL05 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ONYX BLACK FRENCH/ENGLISH NEW OPEN BOX
109.2	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME ALMOND FRENCH/ENGLISH NEW OPEN BOX
102.96	Lenovo 3 14IGL05 Celeron® Dual-Core N4020 64GB eMMC 4GB 14" (1366x768) CHROME PLATINUM GREY NEW OPEN BOX
76.96	Lenovo Ava DOME-W-5MP-30 Ava Aware Cloud Dome Camera WHITE
550.16	Lenovo ThinkCentre M80t Tower Gen 3 Core™ i7-12700 512GB SSD 16GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
113.36	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4000 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ABYSS BLUE FRENCH/ENGLISH
92.56	Lenovo 3 14IGL05 Celeron® Dual-Core N4020 64GB eMMC 4GB 14" (1366x768) Chrome OS PLATINUM GRAY FRENCH/ENGLISH
695.76	Lenovo 3 27IAP7 ALL-IN-ONE Core™ i5-1240P 512GB SSD 16GB 27" (1920x1080) TOUCHSCREEN WIN11 BLACK Keyboard Mouse
144.56	Lenovo 3 22IMB05 ALL-IN-ONE Pentium® Gold G6400T 1TB 4GB 21.5" (1920x1080) WIN10 BLACK Keyboard Mouse FRENCH/ENGLISH
300.56	Lenovo ThinkCentre M75s-1 SFF AMD Ryzen™ 7 PRO 3700 512GB SSD 16GB DVD-RW WIN10 Pro AMD Radeon 520 2048GB BLACK Keyboard Mouse
477.36	Lenovo ThinkCentre Neo 50s SFF Core™ i5-12400 256GB SSD 8GB DVD-RW WIN10 Pro BLACK Keyboard Mouse
518.96	Lenovo ThinkCentre M70a Gen 3 ALL-IN-ONE Core™ i5-12400 256GB SSD 8GB 21.5" (1920x1080) WIN10 Pro BLACK Keyboard Mouse
508.56	Lenovo ThinkPad T14s Gen 2 Core™ i5-1135G7 256GB SSD 8GB 14" (1920x1080) WIN11 Pro BLACK Backlit Keyboard
882.96	Lenovo ThinkPad X1 CARBON Gen 10 Core™ i5-1235U 512GB SSD 16GB 14" (1920x1200) WIN10 Pro DEEP BLACK Backlit Keyboard FP Reader
1527.76	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i7-12700 1TB SSD 64GB WIN11 Pro NVIDIA® A2000 12288MB BLACK Keyboard Mouse
1434.16	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i9-12900 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
144.56	Lenovo ThinkVision E29w-20 29" (2560x1080) LED monitor
66.56	Lenovo L22i-30 21.5" (1920x1080) 75Hz LED IPS Monitor RAVEN BLACK
175.76	Lenovo Duet 3 10IGL5 Pentium® Silver N5030 128GB eMMC 8GB 10.3" (1920x1200) TOUCHSCREEN WIN11 Pro GRAPHITE GRAY
196.56	Lenovo 500w Gen 3 RUGGED 2-IN-1 Pentium® Silver N6000 128GB SSD 8GB 11.6" (1366x768) TOUCHSCREEN WIN11 Pro EDU ABYSS BLUE
674.96	Lenovo YOGA 7 14IAL7 2-IN-1 Core™ i5-1235U 512GB SSD 16GB 14" (2240x1400) TOUCHSCREEN WIN11 STORM GRAY Backlit Keyboard FP Reader FRENCH/ENGLISH
290.16	Lenovo ThinkCentre M70s SFF Core™ i5-10400 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse NEW OPEN BOX
435.76	Lenovo ThinkCentre M80q Tiny Core™ i7-10700T 256GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse NEW OPEN BOX
186.16	Lenovo ThinkCentre M70q Tiny Core™ i3-10100T 128GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK NEW OPEN BOX
310.96	Lenovo ThinkCentre M70q Tiny Core™ i5-10400T 512GB SSD 8GB WIN10 Pro RAVEN BLACK Keyboard Mouse FRENCH NEW OPEN BOX
310.96	Lenovo ThinkCentre M70q Tiny Core™ i5-10400T 512GB SSD 8GB WIN10 Pro RAVEN BLACK Keyboard Mouse NEW OPEN BOX
165.36	Lenovo ThinkCentre M75q Gen 2 Tiny AMD Ryzen™ 3 PRO 4350GE 500GB 4GB WIN10 Pro Keyboard Mouse BLACK NEW OPEN BOX
487.76	Lenovo ThinkCentre M70q Gen 3 Tiny Core™ i5-12400T 256GB 16GB WIN10 Pro BLACK Keyboard Mouse FRENCH NEW OPEN BOX
518.96	Lenovo ThinkCentre M70q Gen 3 Tiny Core™ i5-12400T 512GB 16GB WIN10 Pro BLACK Keyboard Mouse NEW OPEN BOX
456.56	Lenovo ThinkPad T14 Core™ i5-10210U 256GB SSD 8GB 14" (1366x768) WIN10 Pro NVIDIA® MX330 2048MB BLACK NEW OPEN BOX
539.76	Lenovo ThinkPad T14 Gen 2 Core™ i5-1135G7 512GB SSD 16GB 14" (1920x1080) WIN10 Pro BLACK Backlit Keyboard FP Reader NEW OPEN BOX
373.36	Lenovo ThinkPad E15 Gen 3 AMD Ryzen™ 5 5500U 256GB SSD 8GB 15.6" (1920x1080) WIN10 Pro BLACK FRENCH NEW OPEN BOX
1392.56	Lenovo ThinkPad P15 Gen 2i MOBILE WORKSTATION Xeon® W-11855M 1TB SSD 32GB 15.6" (1920x1080) WIN10 Pro NVIDIA® RTX A2000 4096MB BLACK Backlit FP Reader NEW OPEN BOX
570.96	Lenovo ThinkBook 13x Gen 2 IAP Core™ i5-1235U 512GB SSD 16GB 13.3" (2560x1600) WIN11 Pro CLOUD GRAY Backlit Keyboard FP Reader NEW OPEN BOX
394.16	Lenovo ThinkBook L14 Gen 3 Core™ i3-1215U 256GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN11 Pro BLACK NEW OPEN BOX
570.96	Lenovo ThinkBook L14 Gen 3 Core™ i5-1245U 256GB SSD 16GB 14" (1920x1080) WIN11 Pro BLACK NEW OPEN BOX
799.76	Lenovo ThinkPad X1 CARBON Gen 10 Core™ i5-1235U 256GB SSD 8GB 14" (1920x1200) WIN11 Pro DEEP BLACK Backlit Keyboard FP Reader NEW OPEN BOX
737.36	Lenovo ThinkPad X1 YOGA Gen 7 Core™ i5-1235U 256GB SSD 16GB 14" (1920x1200) TOUCHSCREEN WIN10 Pro STORM GRAY Backlit Keyboard FP Reader FRENCH NEW OPEN BOX
685.36	Lenovo ThinkPad T16 AMD Ryzen™ 5 PRO 6650U 512GB SSD 16GB 16" (1920x1200) WIN11 Pro THUNDER BLACK Backlit Keyboard FP Reader NEW OPEN BOX
383.76	Lenovo K14 Gen 1 Core™ i5-1145G4 256GB SSD 8GB 14" (1920x1080) WIN10 Pro BLACK NEW OPEN BOX
1288.56	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i7-12800HX 1TB SSD 32GB 16" (1920x1200) WIN11 Pro NVIDIA® RTX A1000 4096MB STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
3378.96	Lenovo ThinkPad P16 Gen 1 MOBILE WORKSTATION Core™ i9-12950HX 4TB SSD 128GB 16" (3840x2400) OLED TOUCHSCREEN WIN11 Pro NVIDIA® RTX A5500 16384MB STORM GRAY Backlit Keyboard FP Reader NEW OPEN BOX
1018.16	Lenovo ThinkPad P15v Gen 3 MOBILE WORKSTATION Core™ i7-12700H 512GB SSD 16GB 15.6” (1920x1080) WIN10 Pro NVIDIA® T600 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
1548.56	Lenovo ThinkPad P15v Gen 3 MOBILE WORKSTATION Core™ i9-12900H 1TB SSD 32GB 15.6” (3840x2160) WIN11 Pro NVIDIA® RTX A2000 4096MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
1444.56	Lenovo ThinkPad P1 Gen 5 MOBILE WORKSTATION Core™ i7-12700H 1TB SSD 32GB 16" (2560x1600) WIN11 Pro NVIDIA® A2000 8192MB BLACK Backlit Keyboard FP Reader NEW OPEN BOX
2130.96	Lenovo ThinkPad X1 EXTREME Gen 5 Core™ i9-12900H 1TB SSD 32GB 16" (2560x1600) TOUCHSCREEN WIN11 Pro NVIDIA® RTX 3080Ti 16384MB DEEP BLACK Backlit Keyboard FP Reader NEW OPEN BOX
498.16	Lenovo ThinkBook 14 G4 IAP Core™ i5-1235U 512GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN 11 Pro MINERAL GRAY Backlit Keyboard FP Reader NEW OPEN BOX
82.16	Lenovo Chromebook S330 MTK MT8173C 64GB eMMC 4GB 14" (1366x768) Chrome BUSINESS BLACK FRENCH NEW OPEN BOX
82.16	Lenovo 100e Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) WIN10 Pro BLACK NEW OPEN BOX
109.2	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4000 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN Chrome OS ABYSS BLUE FRENCH/ENGLISH NEW OPEN BOX
113.36	Lenovo FLEX 3 11IGL05 2-IN-1 Celeron® Dual-Core N4020 64GB eMMC 4GB 11.6" (1366x768) TOUCHSCREEN CHROME ALMOND NEW OPEN BOX
92.56	Lenovo 3 Chromebook 14IGL05 Celeron® Dual-Core N4020 32GB eMMC 4GB 14" (1920x1080) TOUCHSCREEN Chrome OS PLATINUM GRAY NEW OPEN BOX
102.96	Lenovo 3 14IGL05 Celeron® Dual-Core N4020 64GB eMMC 4GB 14" (1366x768) Chrome OS PLATINUM GRAY FRENCH/ENGLISH NEW OPEN BOX
186.16	Lenovo V14 AMD Athlon™ Gold 3150U 128GB SSD 4GB 14" (1920x1080) WIN10 Pro IRON GRAY NEW OPEN BOX
71.76	Lenovo 100e Gen 3 AMD 3015e 64GB eMMC 4GB 11.6" (1366x768) WIN10 Pro BLACK NEW OPEN BOX
498.16	Lenovo 3 14ALC6 AMD Ryzen™ 7 5700U 512GB SSD 8GB 14" (1920x1080) WIN11 ARTIC GRAY
123.76	Lenovo ThinkCentre M75n AMD Athlon™ Silver 3050e 128GB SSD 4GB WIN10 BLACK Keyboard Mouse
1111.76	Lenovo ThinkPad X1 CARBON Gen 9 Core™ i7-1185G7 1TB SSD 32GB 14" (3840x2400) WIN10Pro BLACK Backlit Keyboard FP Reader
716.56	Lenovo ThinkPad L14 Gen 3 Core™ i7-1255U 1TB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN11 Pro BLACK Backlit Keyboard FP Reader
1735.76	Lenovo ThinkPad X1 EXTREME Gen 5 Core™ i7-12700H 1TB SSD 32GB 16" (3840x2400) TOUCHSCREEN WIN11 Pro NVIDIA® RTX 3060 6144MB BLACK Backlit Keyboard FP Reader
726.96	Lenovo ThinkPad T16 Gen 1 Core™ i5-1235U 512GB SSD 16GB 16" WUXGA (1920x1200) IPS WIN10 Pro THUNDER BLACK Backlit Keyboard FP Reader
404.56	Lenovo ThinkCentre M80s SFF Core™ i7-10700 512GB SSD 16GB DVD-RW WIN11 Pro BLACK Keyboard Mouse NEW OPEN BOX
331.76	Lenovo ThinkCentre M80q Tiny Core™ i5-10600T 500GB 8GB WIN10 Pro BLACK Keyboard Mouse
456.56	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 7 PRO 4750G 2TB SSD 16GB WIN11 Pro Keyboard Mouse BLACK
487.76	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 7 PRO 4750G 2TB SSD 24GB WIN10 Pro Keyboard Mouse BLACK
487.76	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 7 PRO 4750G 2TB SSD 24GB WIN10 Pro Keyboard Mouse BLACK
508.56	Lenovo ThinkCentre Neo 50s SFF Core™ i5-12400 256GB SSD 16GB DVD-RW WIN11 Pro BLACK Keyboard Mouse NEW OPEN BOX
581.36	Lenovo ThinkPad T14s Gen 2 Core™ i5-1145G7 512GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN10 Pro STORM GRAY
914.16	Lenovo ThinkPad P14s Gen 3 MOBILE WORKSTATION Core™ i7-1280P 512GB SSD 16GB 14" (1920x1200) WIN11 Pro BLACK Backlit Keyboard FP Reader
550.16	Lenovo ThinkPad L13 Gen 3 Core™ i5-1235U 512GB SSD 16GB 13" (1920x1080) TOUCHSCREEN WIN11 Pro STORM GRAY
477.36	Lenovo ThinkPad L15 Gen 3 AMD Ryzen™ 5 PRO 5675U 256GB SSD 8GB 15.6" (1920x1080) TOUCHSCREEN WIN11 THUNDER BLACK Backlit Keyboard FP Reader
1184.56	Lenovo ThinkPad X1 CARBON Gen 10 Core™ i7-1260P 512GB SSD 16GB 14" (1920x1200) TOUCHSCREEN WIN11 BLACK Backlit Keyboard FP Reader
768.56	Lenovo ThinkPad Z13 Gen 1 AMD Ryzen™ 5 PRO 6650U 1TB SSD 16GB 13.3" (2880x1800) TOUCHSCREEN WIN11 ARCTIC GRAY Backlit Keyboard FP Reader
726.96	Lenovo ThinkPad Z13 Gen 1 AMD Ryzen™ 7 PRO 6850U 256GB SSD 16GB 13.3" (1920x1200) WIN11 BLACK Backlit Keyboard FP Reader
321.36	Lenovo ThinkBook 14 G4 IAP Core™ i3-1215U 512GB SSD 16GB 14" (1920x1080) TOUCHSCREEN WIN 11 MINERAL GRAY Backlit Keyboard FP Reader
414.96	Lenovo ThinkBook 15 Gen 3 AMD Ryzen™ 7 5700U 512GB SSD 16GB 15.6" (1920x1080) WIN10 Pro MINERAL GRAY Backlit Keyboard FP Reader FRENCH/ENGLISH
966.16	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1270P 512GB SSD 16GB 16" (1920x1200) WIN11 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader FRENCH
1080.56	Lenovo ThinkPad P16s Gen 1 MOBILE WORKSTATION Core™ i7-1280P 1TB SSD 32GB 16" (1920x1200) WIN10 Pro NVIDIA® Quadro T550 4096MB BLACK Backlit Keyboard FP Reader
1506.96	Lenovo ThinkStation P360 UFF Core™ i9-12900 1TB SSD 64GB WIN11 Pro NVIDIA® RTX A2000 12288MB BLACK Keyboard Mouse NEW OPEN BOX
123.76	Lenovo ThinkCentre M720q Tiny Pentium® Gold G5400T 128GB SSD 4GB WIN10 Pro BLACK Keyboard Mouse
175.76	Lenovo ThinkCentre M75n Thin Client AMD Ryzen 3 PRO 3300U 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
331.76	Lenovo ThinkCentre M90q Tiny Core™ i5-10500 256GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
591.76	Lenovo ThinkCentre M90q Tiny Core™ i9-10900 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
196.56	Lenovo ThinkCentre M70q Tiny Core™ i3-10100T 128GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
331.76	Lenovo ThinkCentre M70q Tiny Core™ i5-10500T 256GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
414.96	Lenovo ThinkCentre M70q Tiny Core™ i7-10700T 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
258.96	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 5 Pro 4650G 256GB SSD 8GB WIN10 Pro Keyboard Mouse BLACK
279.76	Lenovo ThinkCentre M75s SFF AMD Ryzen™ 5 PRO 4650G 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
414.96	Lenovo ThinkCentre M75q Tiny Gen 2 AMD Ryzen™ 7 PRO 5750GE 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
227.76	Lenovo ThinkCentre M60e Tiny Core™ i5-1035G1 1TB 8GB WIN10 Pro BLACK Keyboard Mouse
414.96	Lenovo ThinkCentre M70q Tiny Gen 2 Core™ i5-11400T 512GB SSD 16GB WIN10 Pro Keyboard Mouse BLACK
466.96	Lenovo ThinkCentre M70q Tiny Gen 2 Core™ i7-11700T 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
206.96	Lenovo ThinkCentre M75s Gen 2 SFF AMD Ryzen™ 3 PRO 5350G 128GB SSD 16GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
248.56	Lenovo ThinkCentre M75s Gen 2 SFF AMD Ryzen™ 5 PRO 5650G 256GB SSD 8GB DVD-RW WIN10 Pro Keyboard Mouse BLACK
539.76	Lenovo ThinkCentre M80s Gen 3 SFF Core™ i7-12700 512GB SSD 16GB WIN11 BLACK Keyboard Mouse
435.76	Lenovo ThinkCentre M70q Gen 3 Tiny Core™ i5-12500T 128GB SSD 8GB WIN10 Pro BLACK Keyboard Mouse
934.96	Lenovo ThinkCentre M90a Pro Gen 3 ALL-IN-ONE Core™ i7-12700 512GB SSD 16GB 23.8" (2560x1440) DVD-RW WIN11 Pro NVIDIA® MX550 2048MB BLACK Wireless Keyboard Mouse
664.56	Lenovo ThinkBook L14 Gen 3 Core™ i7-1265U 256GB SSD 16GB 14" (1920x1080) WIN11 Pro BLACK
581.36	Lenovo ThinkStation P340 TOWER WORKSTATION Core™ i7-10700 512GB SSD 16GB WIN10 Pro NVIDIA® Quadro P1000 4096MB Keyboard Mouse BLACK
622.96	Lenovo ThinkStation P340 TOWER WORKSTATION Xeon® W-1250 512GB SSD 16GB WIN10 Pro BLACK Keyboard Mouse
498.16	Lenovo ThinkStation P348 TOWER WORKSTATION Core™ i7-11700 512GB SSD 16GB WIN11 Pro BLACK Keyboard Mouse
1319.76	Lenovo ThinkStation P360 TINY WORKSTATION Core™ i9-12900T 1TB SSD 64GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
830.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i7-12700 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
1122.16	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i9-12900 512GB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
1766.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i9-12900 1TB SSD 64GB WIN11 Pro NVIDIA® RTX A2000 12288MB BLACK Keyboard Mouse
1038.96	Lenovo ThinkStation P360 TOWER WORKSTATION Core™ i7-12700 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
758.16	Lenovo ThinkStation P360 UFF WORKSTATION Core™ i7-12700 512TB SSD 16GB WIN11 Pro NVIDIA® T400 4096MB BLACK Keyboard Mouse
903.76	Lenovo ThinkStation P360 UFF Core™ i7-12700 1TB SSD 32GB WIN11 Pro NVIDIA® T1000 8192MB BLACK Keyboard Mouse
1246.96	Lenovo ThinkStation P358 TOWER WORKSTATION AMD Ryzen™ 7 Pro 5845 1TB SSD 32GB WIN11 Pro NVIDIA® RTX A2000 12288MB BLACK Keyboard Mouse
66.56	Lenovo L22i-30 21.5" (1920x1080) 75Hz LED IPS Monitor RAVEN BLACK
